idx,date,hash,a,b,c,d,e,f,g,h,Y
26134,20190704,14b4918e98fcbd89d2a00f792e703d3883b5f4b4d1848a7a299b750cd8118898,22,5,77,385,0,0,0,0,0
26135,20190705,14b4918e98fcbd89d2a00f792e703d3883b5f4b4d1848a7a299b750cd8118898,37,3,77,231,4,1,0,0,3
26136,20190706,14b4918e98fcbd89d2a00f792e703d3883b5f4b4d1848a7a299b750cd8118898,37,6,77,462,2,1,0,1,2
26137,20190707,14b4918e98fcbd89d2a00f792e703d3883b5f4b4d1848a7a299b750cd8118898,40,6,77,462,2,2,2,3,3
26138,20190708,14b4918e98fcbd89d2a00f792e703d3883b5f4b4d1848a7a299b750cd8118898,47,8,81,649,0,0,0,0,2
26139,20190709,14b4918e98fcbd89d2a00f792e703d3883b5f4b4d1848a7a299b750cd8118898,34,5,88,440,4,3,5,0,3
26140,20190710,14b4918e98fcbd89d2a00f792e703d3883b5f4b4d1848a7a299b750cd8118898,58,4,79,319,2,2,2,8,1
26141,20190711,14b4918e98fcbd89d2a00f792e703d3883b5f4b4d1848a7a299b750cd8118898,46,6,77,462,2,2,4,2,2
26142,20190712,14b4918e98fcbd89d2a00f792e703d3883b5f4b4d1848a7a299b750cd8118898,52,8,77,572,7,6,4,10,5
26143,20190713,14b4918e98fcbd89d2a00f792e703d3883b5f4b4d1848a7a299b750cd8118898,65,8,77,528,3,2,3,0,2
26144,20190714,14b4918e98fcbd89d2a00f792e703d3883b5f4b4d1848a7a299b750cd8118898,154,19,77,1265,5,4,2,0,3
26145,20190715,14b4918e98fcbd89d2a00f792e703d3883b5f4b4d1848a7a299b750cd8118898,92,18,77,1386,7,5,3,3,3
26146,20190716,14b4918e98fcbd89d2a00f792e703d3883b5f4b4d1848a7a299b750cd8118898,92,20,77,1430,10,8,8,3,3
26147,20190717,14b4918e98fcbd89d2a00f792e703d3883b5f4b4d1848a7a299b750cd8118898,66,15,77,1089,15,7,5,2,5
26148,20190718,14b4918e98fcbd89d2a00f792e703d3883b5f4b4d1848a7a299b750cd8118898,83,15,77,1089,11,11,3,5,8
26149,20190719,14b4918e98fcbd89d2a00f792e703d3883b5f4b4d1848a7a299b750cd8118898,85,19,77,1386,9,9,6,0,5
26150,20190720,14b4918e98fcbd89d2a00f792e703d3883b5f4b4d1848a7a299b750cd8118898,85,14,77,946,5,4,1,0,4
26151,20190721,14b4918e98fcbd89d2a00f792e703d3883b5f4b4d1848a7a299b750cd8118898,85,9,77,594,2,1,0,0,2
26152,20190722,14b4918e98fcbd89d2a00f792e703d3883b5f4b4d1848a7a299b750cd8118898,55,4,77,286,4,3,0,1,0
26153,20190723,14b4918e98fcbd89d2a00f792e703d3883b5f4b4d1848a7a299b750cd8118898,91,14,77,1067,8,5,3,4,4
26154,20190724,14b4918e98fcbd89d2a00f792e703d3883b5f4b4d1848a7a299b750cd8118898,63,11,77,792,3,2,1,0,1
26155,20190725,14b4918e98fcbd89d2a00f792e703d3883b5f4b4d1848a7a299b750cd8118898,64,5,77,341,2,1,2,0,1
26156,20190726,14b4918e98fcbd89d2a00f792e703d3883b5f4b4d1848a7a299b750cd8118898,47,5,77,374,2,1,1,0,0
26157,20190727,14b4918e98fcbd89d2a00f792e703d3883b5f4b4d1848a7a299b750cd8118898,71,14,77,935,9,4,7,1,5
26158,20190728,14b4918e98fcbd89d2a00f792e703d3883b5f4b4d1848a7a299b750cd8118898,66,8,77,539,2,2,0,0,5
26159,20190729,14b4918e98fcbd89d2a00f792e703d3883b5f4b4d1848a7a299b750cd8118898,93,16,77,1133,9,7,5,4,6
26160,20190730,14b4918e98fcbd89d2a00f792e703d3883b5f4b4d1848a7a299b750cd8118898,73,10,77,715,6,5,2,1,5
26161,20190731,14b4918e98fcbd89d2a00f792e703d3883b5f4b4d1848a7a299b750cd8118898,71,13,77,858,6,5,8,3,5
26162,20190701,d2348b7640ae18fdf7fffe6f4bee9512f141c8abe734eb0ab6ef342741e84d97,37,5,77,385,3,2,0,0,0
26163,20190702,d2348b7640ae18fdf7fffe6f4bee9512f141c8abe734eb0ab6ef342741e84d97,38,4,77,308,0,0,0,0,0
26164,20190703,d2348b7640ae18fdf7fffe6f4bee9512f141c8abe734eb0ab6ef342741e84d97,48,5,77,385,1,1,0,0,0
26165,20190704,d2348b7640ae18fdf7fffe6f4bee9512f141c8abe734eb0ab6ef342741e84d97,51,9,77,693,2,1,0,0,0
26166,20190705,d2348b7640ae18fdf7fffe6f4bee9512f141c8abe734eb0ab6ef342741e84d97,54,10,77,770,5,4,7,0,2
26167,20190706,d2348b7640ae18fdf7fffe6f4bee9512f141c8abe734eb0ab6ef342741e84d97,78,19,77,1463,5,4,0,2,1
26168,20190707,d2348b7640ae18fdf7fffe6f4bee9512f141c8abe734eb0ab6ef342741e84d97,82,9,77,693,2,2,0,1,1
26169,20190708,d2348b7640ae18fdf7fffe6f4bee9512f141c8abe734eb0ab6ef342741e84d97,43,7,77,539,1,1,0,1,0
26170,20190709,d2348b7640ae18fdf7fffe6f4bee9512f141c8abe734eb0ab6ef342741e84d97,49,5,77,385,2,2,0,0,0
26171,20190710,d2348b7640ae18fdf7fffe6f4bee9512f141c8abe734eb0ab6ef342741e84d97,23,5,77,385,1,0,0,0,1
26172,20190711,d2348b7640ae18fdf7fffe6f4bee9512f141c8abe734eb0ab6ef342741e84d97,25,3,77,231,0,0,0,0,1
26173,20190712,d2348b7640ae18fdf7fffe6f4bee9512f141c8abe734eb0ab6ef342741e84d97,32,10,77,770,0,0,0,0,1
26174,20190713,d2348b7640ae18fdf7fffe6f4bee9512f141c8abe734eb0ab6ef342741e84d97,21,2,77,154,3,3,0,0,0
26175,20190714,d2348b7640ae18fdf7fffe6f4bee9512f141c8abe734eb0ab6ef342741e84d97,34,5,77,385,1,1,0,0,1
26176,20190715,d2348b7640ae18fdf7fffe6f4bee9512f141c8abe734eb0ab6ef342741e84d97,23,7,77,539,6,6,4,1,3
26177,20190716,d2348b7640ae18fdf7fffe6f4bee9512f141c8abe734eb0ab6ef342741e84d97,21,4,77,308,4,1,0,0,0
26178,20190717,d2348b7640ae18fdf7fffe6f4bee9512f141c8abe734eb0ab6ef342741e84d97,22,1,77,77,1,1,0,0,1
26179,20190718,d2348b7640ae18fdf7fffe6f4bee9512f141c8abe734eb0ab6ef342741e84d97,23,3,77,231,4,3,0,0,0
26180,20190719,d2348b7640ae18fdf7fffe6f4bee9512f141c8abe734eb0ab6ef342741e84d97,28,3,77,231,1,1,2,0,0
26181,20190720,d2348b7640ae18fdf7fffe6f4bee9512f141c8abe734eb0ab6ef342741e84d97,38,1,77,77,1,1,0,0,1
26182,20190721,d2348b7640ae18fdf7fffe6f4bee9512f141c8abe734eb0ab6ef342741e84d97,42,8,77,616,1,1,0,0,0
26183,20190722,d2348b7640ae18fdf7fffe6f4bee9512f141c8abe734eb0ab6ef342741e84d97,42,11,77,847,2,2,2,0,2
26184,20190723,d2348b7640ae18fdf7fffe6f4bee9512f141c8abe734eb0ab6ef342741e84d97,47,12,77,924,1,1,0,0,0
26185,20190724,d2348b7640ae18fdf7fffe6f4bee9512f141c8abe734eb0ab6ef342741e84d97,68,14,77,1078,5,2,1,0,2
26186,20190725,d2348b7640ae18fdf7fffe6f4bee9512f141c8abe734eb0ab6ef342741e84d97,59,11,77,847,6,3,14,0,2
26187,20190726,d2348b7640ae18fdf7fffe6f4bee9512f141c8abe734eb0ab6ef342741e84d97,42,6,77,462,2,2,0,0,1
26188,20190727,d2348b7640ae18fdf7fffe6f4bee9512f141c8abe734eb0ab6ef342741e84d97,54,3,77,231,0,0,0,0,0
26189,20190728,d2348b7640ae18fdf7fffe6f4bee9512f141c8abe734eb0ab6ef342741e84d97,59,4,77,308,0,0,0,0,0
26190,20190729,d2348b7640ae18fdf7fffe6f4bee9512f141c8abe734eb0ab6ef342741e84d97,35,7,77,539,1,1,0,0,0
26191,20190730,d2348b7640ae18fdf7fffe6f4bee9512f141c8abe734eb0ab6ef342741e84d97,58,9,77,693,2,2,6,0,1
26192,20190731,d2348b7640ae18fdf7fffe6f4bee9512f141c8abe734eb0ab6ef342741e84d97,41,2,77,154,2,2,0,1,1
26193,20190701,edbb7d3108106262ddd68b0eecb8c6a0c8e86ebdf1c6c783e9fb5b26eade9bf7,24,11,77,847,1,1,0,0,1
26194,20190702,edbb7d3108106262ddd68b0eecb8c6a0c8e86ebdf1c6c783e9fb5b26eade9bf7,21,6,77,462,0,0,0,0,0
26195,20190703,edbb7d3108106262ddd68b0eecb8c6a0c8e86ebdf1c6c783e9fb5b26eade9bf7,13,5,77,385,0,0,0,0,0
26196,20190704,edbb7d3108106262ddd68b0eecb8c6a0c8e86ebdf1c6c783e9fb5b26eade9bf7,33,9,77,693,0,0,0,0,0
26197,20190705,edbb7d3108106262ddd68b0eecb8c6a0c8e86ebdf1c6c783e9fb5b26eade9bf7,26,3,77,231,1,1,0,0,0
26198,20190706,edbb7d3108106262ddd68b0eecb8c6a0c8e86ebdf1c6c783e9fb5b26eade9bf7,19,7,77,539,1,1,0,0,1
26199,20190707,edbb7d3108106262ddd68b0eecb8c6a0c8e86ebdf1c6c783e9fb5b26eade9bf7,37,11,77,847,1,1,0,0,1
26200,20190708,edbb7d3108106262ddd68b0eecb8c6a0c8e86ebdf1c6c783e9fb5b26eade9bf7,40,17,77,1309,1,1,0,0,1
26201,20190709,edbb7d3108106262ddd68b0eecb8c6a0c8e86ebdf1c6c783e9fb5b26eade9bf7,39,12,77,924,2,2,0,0,1
26202,20190710,edbb7d3108106262ddd68b0eecb8c6a0c8e86ebdf1c6c783e9fb5b26eade9bf7,35,5,77,385,4,4,0,0,3
26203,20190711,edbb7d3108106262ddd68b0eecb8c6a0c8e86ebdf1c6c783e9fb5b26eade9bf7,17,3,77,231,0,0,0,0,0
26204,20190712,edbb7d3108106262ddd68b0eecb8c6a0c8e86ebdf1c6c783e9fb5b26eade9bf7,24,5,77,385,0,0,0,0,0
26205,20190713,edbb7d3108106262ddd68b0eecb8c6a0c8e86ebdf1c6c783e9fb5b26eade9bf7,13,2,77,154,0,0,0,0,0
26206,20190714,edbb7d3108106262ddd68b0eecb8c6a0c8e86ebdf1c6c783e9fb5b26eade9bf7,18,2,77,154,0,0,0,0,0
26207,20190715,edbb7d3108106262ddd68b0eecb8c6a0c8e86ebdf1c6c783e9fb5b26eade9bf7,18,5,77,385,1,1,2,0,1
26208,20190716,edbb7d3108106262ddd68b0eecb8c6a0c8e86ebdf1c6c783e9fb5b26eade9bf7,22,9,77,693,1,1,0,0,0
26209,20190717,edbb7d3108106262ddd68b0eecb8c6a0c8e86ebdf1c6c783e9fb5b26eade9bf7,11,3,77,231,0,0,0,0,0
26210,20190718,edbb7d3108106262ddd68b0eecb8c6a0c8e86ebdf1c6c783e9fb5b26eade9bf7,6,2,77,154,0,0,0,0,0
26211,20190719,edbb7d3108106262ddd68b0eecb8c6a0c8e86ebdf1c6c783e9fb5b26eade9bf7,4,2,77,154,0,0,0,0,0
26212,20190720,edbb7d3108106262ddd68b0eecb8c6a0c8e86ebdf1c6c783e9fb5b26eade9bf7,18,6,77,462,0,0,0,0,1
26213,20190721,edbb7d3108106262ddd68b0eecb8c6a0c8e86ebdf1c6c783e9fb5b26eade9bf7,22,7,77,539,0,0,0,0,0
26214,20190722,edbb7d3108106262ddd68b0eecb8c6a0c8e86ebdf1c6c783e9fb5b26eade9bf7,20,0,77,0,0,0,0,0,0
26215,20190723,edbb7d3108106262ddd68b0eecb8c6a0c8e86ebdf1c6c783e9fb5b26eade9bf7,14,3,77,231,0,0,0,0,0
26216,20190724,edbb7d3108106262ddd68b0eecb8c6a0c8e86ebdf1c6c783e9fb5b26eade9bf7,15,4,77,308,0,0,0,0,0
26217,20190725,edbb7d3108106262ddd68b0eecb8c6a0c8e86ebdf1c6c783e9fb5b26eade9bf7,20,3,77,231,0,0,0,0,0
26218,20190726,edbb7d3108106262ddd68b0eecb8c6a0c8e86ebdf1c6c783e9fb5b26eade9bf7,11,2,77,154,0,0,0,0,0
26219,20190727,edbb7d3108106262ddd68b0eecb8c6a0c8e86ebdf1c6c783e9fb5b26eade9bf7,18,3,77,231,0,0,0,0,0
26220,20190728,edbb7d3108106262ddd68b0eecb8c6a0c8e86ebdf1c6c783e9fb5b26eade9bf7,19,0,77,0,0,0,0,0,0
26221,20190729,edbb7d3108106262ddd68b0eecb8c6a0c8e86ebdf1c6c783e9fb5b26eade9bf7,20,6,95,572,0,0,0,0,1
26222,20190730,edbb7d3108106262ddd68b0eecb8c6a0c8e86ebdf1c6c783e9fb5b26eade9bf7,19,7,99,693,0,0,0,0,0
26223,20190731,edbb7d3108106262ddd68b0eecb8c6a0c8e86ebdf1c6c783e9fb5b26eade9bf7,12,2,99,198,0,0,0,0,0
26224,20190701,19c77b8c71c7ccd0652be741da463cbbcb3c1253cbec747822f357b69548ff48,121,9,77,550,5,3,1,0,1
26225,20190702,19c77b8c71c7ccd0652be741da463cbbcb3c1253cbec747822f357b69548ff48,103,3,77,231,3,3,1,0,0
26226,20190703,19c77b8c71c7ccd0652be741da463cbbcb3c1253cbec747822f357b69548ff48,120,5,77,275,2,2,3,2,0
26227,20190704,19c77b8c71c7ccd0652be741da463cbbcb3c1253cbec747822f357b69548ff48,67,5,77,330,2,1,0,0,0
26228,20190705,19c77b8c71c7ccd0652be741da463cbbcb3c1253cbec747822f357b69548ff48,136,2,77,110,2,1,1,0,0
26229,20190706,19c77b8c71c7ccd0652be741da463cbbcb3c1253cbec747822f357b69548ff48,83,10,77,550,8,4,4,1,1
26230,20190707,19c77b8c71c7ccd0652be741da463cbbcb3c1253cbec747822f357b69548ff48,55,2,77,132,2,2,1,0,0
26231,20190708,19c77b8c71c7ccd0652be741da463cbbcb3c1253cbec747822f357b69548ff48,48,4,77,286,1,1,2,0,0
26232,20190709,19c77b8c71c7ccd0652be741da463cbbcb3c1253cbec747822f357b69548ff48,118,6,77,330,4,2,6,0,2
26233,20190710,19c77b8c71c7ccd0652be741da463cbbcb3c1253cbec747822f357b69548ff48,109,6,77,396,2,1,0,0,1
26234,20190711,19c77b8c71c7ccd0652be741da463cbbcb3c1253cbec747822f357b69548ff48,161,8,77,440,1,1,0,0,1
26235,20190712,19c77b8c71c7ccd0652be741da463cbbcb3c1253cbec747822f357b69548ff48,108,6,77,352,3,3,1,2,0
26236,20190713,19c77b8c71c7ccd0652be741da463cbbcb3c1253cbec747822f357b69548ff48,74,5,77,363,1,1,0,0,2
26237,20190714,19c77b8c71c7ccd0652be741da463cbbcb3c1253cbec747822f357b69548ff48,73,5,77,286,1,1,0,0,1
26238,20190715,19c77b8c71c7ccd0652be741da463cbbcb3c1253cbec747822f357b69548ff48,116,5,77,275,0,0,0,0,0
26239,20190716,19c77b8c71c7ccd0652be741da463cbbcb3c1253cbec747822f357b69548ff48,141,5,77,330,2,1,0,0,1
26240,20190717,19c77b8c71c7ccd0652be741da463cbbcb3c1253cbec747822f357b69548ff48,104,1,77,77,1,0,0,0,0
26241,20190718,19c77b8c71c7ccd0652be741da463cbbcb3c1253cbec747822f357b69548ff48,81,5,77,319,1,1,1,0,1
26242,20190719,19c77b8c71c7ccd0652be741da463cbbcb3c1253cbec747822f357b69548ff48,70,2,77,110,1,0,0,0,0
26243,20190720,19c77b8c71c7ccd0652be741da463cbbcb3c1253cbec747822f357b69548ff48,69,4,77,242,5,3,3,0,1
26244,20190721,19c77b8c71c7ccd0652be741da463cbbcb3c1253cbec747822f357b69548ff48,98,3,77,165,1,1,0,0,0
26245,20190722,19c77b8c71c7ccd0652be741da463cbbcb3c1253cbec747822f357b69548ff48,100,2,77,132,1,1,0,0,0
26246,20190723,19c77b8c71c7ccd0652be741da463cbbcb3c1253cbec747822f357b69548ff48,67,4,77,242,2,2,2,0,2
26247,20190724,19c77b8c71c7ccd0652be741da463cbbcb3c1253cbec747822f357b69548ff48,76,3,77,165,0,0,0,0,0
26248,20190725,19c77b8c71c7ccd0652be741da463cbbcb3c1253cbec747822f357b69548ff48,86,6,77,352,2,1,0,0,0
26249,20190726,19c77b8c71c7ccd0652be741da463cbbcb3c1253cbec747822f357b69548ff48,117,3,77,165,1,0,0,0,0
26250,20190727,19c77b8c71c7ccd0652be741da463cbbcb3c1253cbec747822f357b69548ff48,56,0,77,0,0,0,0,0,0
26251,20190728,19c77b8c71c7ccd0652be741da463cbbcb3c1253cbec747822f357b69548ff48,82,1,77,77,1,1,1,0,0
26252,20190729,19c77b8c71c7ccd0652be741da463cbbcb3c1253cbec747822f357b69548ff48,89,6,77,352,2,2,0,0,1
26253,20190730,19c77b8c71c7ccd0652be741da463cbbcb3c1253cbec747822f357b69548ff48,72,2,77,110,2,1,2,0,0
26254,20190731,19c77b8c71c7ccd0652be741da463cbbcb3c1253cbec747822f357b69548ff48,93,7,77,429,2,2,1,0,1
26255,20190701,fd69606d54b34ee4ce5d297f020dd8e48a50048bf6f3c2297aef75fbbe172c20,442,1,77,77,1,1,0,0,0
26256,20190702,fd69606d54b34ee4ce5d297f020dd8e48a50048bf6f3c2297aef75fbbe172c20,506,2,77,154,1,1,0,0,0
26257,20190703,fd69606d54b34ee4ce5d297f020dd8e48a50048bf6f3c2297aef75fbbe172c20,261,2,77,154,0,0,0,0,0
26258,20190704,fd69606d54b34ee4ce5d297f020dd8e48a50048bf6f3c2297aef75fbbe172c20,171,1,77,77,0,0,0,0,0
26259,20190705,fd69606d54b34ee4ce5d297f020dd8e48a50048bf6f3c2297aef75fbbe172c20,168,0,77,0,0,0,0,0,0
26260,20190706,fd69606d54b34ee4ce5d297f020dd8e48a50048bf6f3c2297aef75fbbe172c20,152,1,77,77,0,0,0,0,0
26261,20190707,fd69606d54b34ee4ce5d297f020dd8e48a50048bf6f3c2297aef75fbbe172c20,184,1,77,77,0,0,0,0,0
26262,20190708,fd69606d54b34ee4ce5d297f020dd8e48a50048bf6f3c2297aef75fbbe172c20,303,6,77,462,1,1,0,0,0
26263,20190709,fd69606d54b34ee4ce5d297f020dd8e48a50048bf6f3c2297aef75fbbe172c20,204,2,77,154,0,0,0,0,0
26264,20190710,fd69606d54b34ee4ce5d297f020dd8e48a50048bf6f3c2297aef75fbbe172c20,134,2,77,154,1,0,0,0,0
26265,20190711,fd69606d54b34ee4ce5d297f020dd8e48a50048bf6f3c2297aef75fbbe172c20,148,4,77,308,0,0,0,0,0
26266,20190712,fd69606d54b34ee4ce5d297f020dd8e48a50048bf6f3c2297aef75fbbe172c20,121,1,77,77,2,1,0,0,0
26267,20190713,fd69606d54b34ee4ce5d297f020dd8e48a50048bf6f3c2297aef75fbbe172c20,236,4,77,308,2,1,1,0,1
26268,20190714,fd69606d54b34ee4ce5d297f020dd8e48a50048bf6f3c2297aef75fbbe172c20,203,2,77,154,3,0,0,0,0
26269,20190715,fd69606d54b34ee4ce5d297f020dd8e48a50048bf6f3c2297aef75fbbe172c20,141,0,77,0,4,0,0,0,0
26270,20190716,fd69606d54b34ee4ce5d297f020dd8e48a50048bf6f3c2297aef75fbbe172c20,135,3,77,231,3,1,0,0,0
26271,20190717,fd69606d54b34ee4ce5d297f020dd8e48a50048bf6f3c2297aef75fbbe172c20,189,5,77,385,4,2,4,0,0
26272,20190718,fd69606d54b34ee4ce5d297f020dd8e48a50048bf6f3c2297aef75fbbe172c20,207,1,77,77,1,0,0,0,0
26273,20190719,fd69606d54b34ee4ce5d297f020dd8e48a50048bf6f3c2297aef75fbbe172c20,157,0,77,0,12,0,0,0,0
26274,20190720,fd69606d54b34ee4ce5d297f020dd8e48a50048bf6f3c2297aef75fbbe172c20,153,4,77,308,4,1,3,0,0
26275,20190721,fd69606d54b34ee4ce5d297f020dd8e48a50048bf6f3c2297aef75fbbe172c20,178,7,77,539,5,2,4,0,0
26276,20190722,fd69606d54b34ee4ce5d297f020dd8e48a50048bf6f3c2297aef75fbbe172c20,867,7,77,539,6,3,6,0,1
26277,20190723,fd69606d54b34ee4ce5d297f020dd8e48a50048bf6f3c2297aef75fbbe172c20,695,4,77,308,2,2,2,0,1
26278,20190724,fd69606d54b34ee4ce5d297f020dd8e48a50048bf6f3c2297aef75fbbe172c20,268,7,92,649,2,2,2,0,1
26279,20190725,fd69606d54b34ee4ce5d297f020dd8e48a50048bf6f3c2297aef75fbbe172c20,375,7,89,627,2,1,1,0,0
26280,20190726,fd69606d54b34ee4ce5d297f020dd8e48a50048bf6f3c2297aef75fbbe172c20,280,3,84,253,0,0,0,0,0
26281,20190727,fd69606d54b34ee4ce5d297f020dd8e48a50048bf6f3c2297aef75fbbe172c20,262,4,99,396,2,2,0,0,0
26282,20190728,fd69606d54b34ee4ce5d297f020dd8e48a50048bf6f3c2297aef75fbbe172c20,355,3,99,297,1,1,2,0,0
26283,20190729,fd69606d54b34ee4ce5d297f020dd8e48a50048bf6f3c2297aef75fbbe172c20,451,5,90,451,2,1,1,0,0
26284,20190730,fd69606d54b34ee4ce5d297f020dd8e48a50048bf6f3c2297aef75fbbe172c20,507,6,91,550,1,1,0,0,0
26285,20190731,fd69606d54b34ee4ce5d297f020dd8e48a50048bf6f3c2297aef75fbbe172c20,328,5,94,473,0,0,0,0,0
26286,20190701,c1cac17813562686af16df1ca1de6e4a2a9de5c1e2b6e946cb0e69ff7f0ab747,12,2,77,154,2,1,0,0,1
26287,20190702,c1cac17813562686af16df1ca1de6e4a2a9de5c1e2b6e946cb0e69ff7f0ab747,1,0,77,0,0,0,0,0,0
26288,20190703,c1cac17813562686af16df1ca1de6e4a2a9de5c1e2b6e946cb0e69ff7f0ab747,2,0,77,0,0,0,0,0,0
26289,20190704,c1cac17813562686af16df1ca1de6e4a2a9de5c1e2b6e946cb0e69ff7f0ab747,22,1,77,77,0,0,0,0,0
26290,20190705,c1cac17813562686af16df1ca1de6e4a2a9de5c1e2b6e946cb0e69ff7f0ab747,13,0,77,0,0,0,0,0,0
26291,20190706,c1cac17813562686af16df1ca1de6e4a2a9de5c1e2b6e946cb0e69ff7f0ab747,14,3,77,231,1,1,2,0,1
26292,20190707,c1cac17813562686af16df1ca1de6e4a2a9de5c1e2b6e946cb0e69ff7f0ab747,19,2,77,154,1,1,0,0,0
26293,20190708,c1cac17813562686af16df1ca1de6e4a2a9de5c1e2b6e946cb0e69ff7f0ab747,26,1,77,77,0,0,0,0,0
26294,20190709,c1cac17813562686af16df1ca1de6e4a2a9de5c1e2b6e946cb0e69ff7f0ab747,9,1,77,77,0,0,0,0,0
26295,20190710,c1cac17813562686af16df1ca1de6e4a2a9de5c1e2b6e946cb0e69ff7f0ab747,13,1,77,77,0,0,0,0,0
26296,20190711,c1cac17813562686af16df1ca1de6e4a2a9de5c1e2b6e946cb0e69ff7f0ab747,12,1,77,77,0,0,0,0,0
26297,20190712,c1cac17813562686af16df1ca1de6e4a2a9de5c1e2b6e946cb0e69ff7f0ab747,13,1,77,77,0,0,0,0,0
26298,20190713,c1cac17813562686af16df1ca1de6e4a2a9de5c1e2b6e946cb0e69ff7f0ab747,9,1,77,77,0,0,0,0,0
26299,20190714,c1cac17813562686af16df1ca1de6e4a2a9de5c1e2b6e946cb0e69ff7f0ab747,9,1,77,77,0,0,0,0,0
26300,20190715,c1cac17813562686af16df1ca1de6e4a2a9de5c1e2b6e946cb0e69ff7f0ab747,27,0,77,0,0,0,0,0,0
26301,20190716,c1cac17813562686af16df1ca1de6e4a2a9de5c1e2b6e946cb0e69ff7f0ab747,15,1,77,77,0,0,0,0,0
26302,20190717,c1cac17813562686af16df1ca1de6e4a2a9de5c1e2b6e946cb0e69ff7f0ab747,13,1,77,77,0,0,0,0,0
26303,20190718,c1cac17813562686af16df1ca1de6e4a2a9de5c1e2b6e946cb0e69ff7f0ab747,15,1,77,77,0,0,0,0,0
26304,20190719,c1cac17813562686af16df1ca1de6e4a2a9de5c1e2b6e946cb0e69ff7f0ab747,11,1,77,77,0,0,0,0,0
26305,20190720,c1cac17813562686af16df1ca1de6e4a2a9de5c1e2b6e946cb0e69ff7f0ab747,3,0,77,0,0,0,0,0,0
26306,20190721,c1cac17813562686af16df1ca1de6e4a2a9de5c1e2b6e946cb0e69ff7f0ab747,6,0,77,0,0,0,0,0,0
26307,20190722,c1cac17813562686af16df1ca1de6e4a2a9de5c1e2b6e946cb0e69ff7f0ab747,14,1,77,77,0,0,0,0,0
26308,20190723,c1cac17813562686af16df1ca1de6e4a2a9de5c1e2b6e946cb0e69ff7f0ab747,8,0,77,0,0,0,0,0,0
26309,20190724,c1cac17813562686af16df1ca1de6e4a2a9de5c1e2b6e946cb0e69ff7f0ab747,8,1,77,77,0,0,0,0,0
26310,20190725,c1cac17813562686af16df1ca1de6e4a2a9de5c1e2b6e946cb0e69ff7f0ab747,5,0,77,0,0,0,0,0,0
26311,20190726,c1cac17813562686af16df1ca1de6e4a2a9de5c1e2b6e946cb0e69ff7f0ab747,5,0,77,0,0,0,0,0,0
26312,20190727,c1cac17813562686af16df1ca1de6e4a2a9de5c1e2b6e946cb0e69ff7f0ab747,6,0,77,0,0,0,0,0,0
26313,20190728,c1cac17813562686af16df1ca1de6e4a2a9de5c1e2b6e946cb0e69ff7f0ab747,11,0,77,0,0,0,0,0,0
26314,20190729,c1cac17813562686af16df1ca1de6e4a2a9de5c1e2b6e946cb0e69ff7f0ab747,7,0,77,0,0,0,0,0,0
26315,20190730,c1cac17813562686af16df1ca1de6e4a2a9de5c1e2b6e946cb0e69ff7f0ab747,2,0,77,0,0,0,0,0,0
26316,20190731,c1cac17813562686af16df1ca1de6e4a2a9de5c1e2b6e946cb0e69ff7f0ab747,1,0,77,0,0,0,0,0,0
26317,20190701,4872b03e06d110a5bff5fb95cf99e325875a421585eeb2fbc91b770f5f55fc57,2,0,77,0,0,0,0,0,0
26318,20190702,4872b03e06d110a5bff5fb95cf99e325875a421585eeb2fbc91b770f5f55fc57,4,0,77,0,0,0,0,0,0
26319,20190703,4872b03e06d110a5bff5fb95cf99e325875a421585eeb2fbc91b770f5f55fc57,1,0,77,0,0,0,0,0,0
26320,20190704,4872b03e06d110a5bff5fb95cf99e325875a421585eeb2fbc91b770f5f55fc57,1,0,77,0,0,0,0,0,0
26321,20190705,4872b03e06d110a5bff5fb95cf99e325875a421585eeb2fbc91b770f5f55fc57,0,0,77,0,0,0,0,0,0
26322,20190701,a6ee88dfa7acaad307c6275f1aabec323c6557efbb66abffdf2e55c8cbef9099,2,0,77,0,0,0,0,0,0
26323,20190702,a6ee88dfa7acaad307c6275f1aabec323c6557efbb66abffdf2e55c8cbef9099,3,1,77,77,0,0,0,0,0
26324,20190703,a6ee88dfa7acaad307c6275f1aabec323c6557efbb66abffdf2e55c8cbef9099,1,1,77,77,3,1,0,0,1
26325,20190704,a6ee88dfa7acaad307c6275f1aabec323c6557efbb66abffdf2e55c8cbef9099,8,2,77,154,1,0,0,0,1
26326,20190705,a6ee88dfa7acaad307c6275f1aabec323c6557efbb66abffdf2e55c8cbef9099,5,0,77,0,0,0,0,0,0
26327,20190706,a6ee88dfa7acaad307c6275f1aabec323c6557efbb66abffdf2e55c8cbef9099,12,0,77,0,0,0,0,0,0
26328,20190707,a6ee88dfa7acaad307c6275f1aabec323c6557efbb66abffdf2e55c8cbef9099,3,0,77,0,1,1,0,0,0
26329,20190708,a6ee88dfa7acaad307c6275f1aabec323c6557efbb66abffdf2e55c8cbef9099,2,0,77,0,0,0,0,0,0
26330,20190709,a6ee88dfa7acaad307c6275f1aabec323c6557efbb66abffdf2e55c8cbef9099,1,0,77,0,0,0,0,0,0
26331,20190710,a6ee88dfa7acaad307c6275f1aabec323c6557efbb66abffdf2e55c8cbef9099,1,0,77,0,0,0,0,0,0
26332,20190711,a6ee88dfa7acaad307c6275f1aabec323c6557efbb66abffdf2e55c8cbef9099,1,0,77,0,0,0,0,0,0
